habitate_score,difficulty_score,suitability_score,repo_id,file_changes,additions,deletions,net_change,test_additions,non_test_additions,is_merge,has_dependency_changes,test_coverage_score,is_behavior_preserving_refactor,commit_month,commit_dow,multi_file,cross_directory,many_directories,has_core_files,large_single_file,multiple_high_additions,directory_count,test_file_count,non_test_file_count,single_file_200plus,multi_file_300plus,has_test_changes,status
50,20.0,55.0,21,13,246,34,212,177,69,1,0,0.72,0,5,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
16,5.0,20.0,21,44,2118,170,1948,1948,170,1,0,0.92,1,5,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
14,5.0,20.0,21,34,8481,257,8224,8313,168,1,0,0.98,1,5,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
19,20.0,40.0,21,5,203,103,100,133,70,0,0,0.66,0,5,1,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,0.0,5.0,21,25,8385,234,8151,8313,72,1,0,0.99,1,5,2,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,40.0,21,21,8305,219,8086,8305,0,1,0,1.0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,too_easy
40,20.0,55.0,21,6,247,153,94,195,52,0,0,0.1,0,5,1,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
55,15.0,50.0,21,5,1001,1385,-384,0,1001,1,1,0.75,1,5,1,1,0,0,1,0,0,1,0,0,0,0,0,paid_out
20,10.0,25.0,21,3,107,8,99,0,107,1,0,0.0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
0,10.0,25.0,21,1,2,2,0,0,2,1,1,0.77,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
52,45.0,55.0,21,23,1404,54,1350,1268,136,1,0,0.9,0,5,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
32,10.0,35.0,21,2,284,27,257,0,284,0,0,0.0,0,5,6,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
55,20.0,55.0,21,10,334,96,238,230,104,1,0,0.69,0,4,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
61,30.0,50.0,21,5,639,431,208,306,333,0,0,0.48,0,4,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
37,20.0,55.0,21,11,417,298,119,366,51,0,0,0.88,0,3,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
83,20.0,60.0,21,11,366,212,154,145,221,1,0,0.4,0,2,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
11,30.0,40.0,21,2,262,236,26,241,21,0,0,0.92,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
10,30.0,40.0,21,8,294,68,226,185,109,1,0,0.63,0,1,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
10,30.0,40.0,21,8,294,68,226,185,109,0,0,0.09,0,1,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
19,20.0,40.0,21,4,612,192,420,473,139,0,0,0.88,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
16,20.0,40.0,21,14,1176,888,288,1048,128,0,0,0.89,0,1,5,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,0.0,5.0,21,4,384,56,328,303,81,0,0,0.79,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
24,20.0,40.0,21,4,357,96,261,216,141,0,0,0.61,0,12,4,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,20.0,40.0,21,4,220,1,219,208,12,0,0,0.95,0,12,0,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
23,20.0,40.0,21,4,184,95,89,96,88,0,0,0.52,0,12,6,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
19,30.0,40.0,21,4,365,153,212,237,128,1,0,0.65,0,12,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
15,10.0,40.0,21,4,7,11,-4,0,7,0,0,0.65,0,12,6,1,0,0,1,0,0,1,0,0,0,0,0,paid_out
14,20.0,40.0,21,8,289,46,243,238,51,0,0,0.82,0,12,4,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
50,20.0,55.0,21,21,985,54,931,835,150,1,0,0.85,0,11,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,30.0,40.0,21,9,656,2,654,652,4,0,0,0.99,0,11,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
54,30.0,55.0,21,11,229,204,25,134,95,0,0,0.59,0,11,4,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
13,30.0,40.0,21,4,233,68,165,199,34,0,0,0.85,0,11,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,10.0,0.0,21,2,3,1,2,0,3,0,0,0.49,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,paid_out
71,20.0,40.0,21,10,111,13,98,8,103,1,0,0.07,0,11,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,0.0,0.0,21,1,1,1,0,0,1,1,1,0.83,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,too_easy
67,20.0,50.0,21,8,352,27,325,135,217,0,0,0.38,0,10,6,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
15,20.0,40.0,21,3,146,55,91,112,34,0,0,0.77,0,10,2,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
50,20.0,40.0,21,7,135,36,99,59,76,0,0,0.44,0,10,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
37,30.0,55.0,21,15,858,781,77,765,93,0,0,0.29,0,10,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
13,20.0,40.0,21,7,481,0,481,401,80,0,0,0.83,0,9,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
14,20.0,40.0,21,7,253,6,247,203,50,1,0,0.8,0,7,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
60,30.0,0.0,21,16,374,60,314,190,184,0,1,0.51,0,7,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
46,20.0,55.0,21,15,591,310,281,418,173,0,0,0.71,0,7,2,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
40,30.0,55.0,21,6,281,259,22,223,58,0,0,0.79,0,7,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
29,20.0,55.0,21,8,365,381,-16,299,66,0,0,0.82,0,7,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
90,35.0,0.0,21,41,2658,214,2444,1906,752,1,1,0.72,0,7,4,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,25.0,21,1,15,4,11,0,15,1,1,0.66,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
12,20.0,40.0,21,8,576,14,562,517,59,0,0,0.9,0,6,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
14,20.0,25.0,21,5,176,127,49,84,92,0,0,0.48,0,5,3,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
28,20.0,25.0,21,12,108,80,28,30,78,0,0,0.28,0,4,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
18,20.0,25.0,21,3,14,7,7,5,9,1,0,0.0,0,4,1,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,25.0,21,1,7,0,7,0,7,1,1,0.94,0,4,5,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
65,10.0,50.0,21,6,356,2,354,0,356,0,0,0.0,0,11,5,1,0,0,1,0,0,1,0,0,0,0,0,too_easy
60,60.0,85.0,21,77,893,134,759,545,348,1,0,0.61,0,11,5,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
17,20.0,40.0,22,2,65,5,60,46,19,0,0,0.71,0,1,4,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
20,10.0,25.0,22,2,37,11,26,0,37,0,0,0.0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
16,20.0,40.0,22,3,155,1,154,116,39,0,0,0.75,0,12,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
81,45.0,50.0,22,29,115,151,-36,26,89,0,0,0.23,0,12,4,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
15,20.0,25.0,22,5,70,31,39,32,38,0,0,0.46,0,12,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
10,10.0,25.0,22,1,12,14,-2,0,12,0,0,0.0,0,12,3,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
61,20.0,50.0,22,8,257,240,17,3,254,0,0,0.01,0,12,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,10.0,40.0,22,1,1,1,0,1,0,0,0,1.0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
53,30.0,40.0,22,6,34,19,15,8,26,0,0,0.24,0,12,2,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
89,60.0,80.0,22,52,665,590,75,96,569,0,0,0.14,0,12,2,0,1,0,1,0,0,3,0,0,0,0,1,paid_out
71,35.0,65.0,22,15,726,16,710,490,236,0,0,0.67,0,12,1,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
0,0.0,25.0,22,1,1,2,-1,0,1,0,0,0.0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
28,20.0,25.0,22,2,35,63,-28,0,35,0,0,0.0,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,28,0,28,20,8,0,0,0.71,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
89,50.0,60.0,22,29,1371,1327,44,205,1166,0,0,0.15,0,12,1,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
7,20.0,40.0,22,2,66,58,8,47,19,0,0,0.71,0,12,5,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
51,25.0,40.0,22,11,23,778,-755,0,23,0,0,0.0,0,12,5,1,0,0,1,0,0,1,0,0,0,0,0,paid_out
12,20.0,40.0,22,4,304,9,295,273,31,0,0,0.9,0,12,3,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
48,25.0,35.0,22,3,2427,2695,-268,48,2379,0,0,0.02,0,12,3,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,40.0,22,1,131,1,130,131,0,0,0,1.0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
135,50.0,60.0,22,26,1332,57,1275,280,1052,0,0,0.21,0,12,2,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
0,10.0,40.0,22,4,42,57,-15,40,2,0,0,0.95,0,12,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
15,20.0,25.0,22,3,59,31,28,26,33,0,0,0.44,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,0.0,0.0,22,2,6,4,2,0,6,0,0,0.0,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
35,10.0,0.0,22,4,187,135,52,0,187,0,1,0.0,0,12,1,1,0,0,1,0,0,1,0,0,0,0,0,too_easy
0,20.0,40.0,22,2,31,1,30,26,5,0,0,0.84,0,12,4,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
20,20.0,25.0,22,3,15,5,10,0,15,0,0,0.0,0,12,3,0,0,0,1,0,0,2,0,0,0,0,0,too_easy
12,20.0,40.0,22,4,233,110,123,125,108,0,0,0.54,0,12,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
57,30.0,65.0,22,8,745,156,589,454,291,0,0,0.61,0,12,2,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
10,10.0,25.0,22,3,72,72,0,0,72,0,0,0.0,0,12,1,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
0,10.0,40.0,22,1,2,5,-3,2,0,0,0,1.0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,paid_out
16,20.0,40.0,22,4,120,0,120,91,29,0,0,0.76,0,12,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
51,50.0,40.0,22,815,971,1108,-137,431,540,0,0,0.44,0,12,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
19,20.0,40.0,22,2,113,1,112,75,38,0,0,0.66,0,12,6,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,10.0,40.0,22,4,58,1,57,50,8,0,0,0.86,0,12,6,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,67,0,67,53,14,0,0,0.79,0,12,6,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
19,20.0,40.0,22,5,136,39,97,90,46,0,0,0.66,0,12,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,10.0,25.0,22,2,2,0,2,0,2,0,0,0.0,0,12,4,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
21,20.0,40.0,22,4,196,61,135,112,84,0,0,0.57,0,12,4,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
0,10.0,25.0,22,1,10,1,9,0,10,0,0,0.0,0,12,2,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
20,10.0,25.0,22,1,22,1,21,0,22,0,0,0.0,0,12,2,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
0,10.0,25.0,22,2,5,5,0,0,5,0,0,0.0,0,12,2,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
83,20.0,60.0,22,8,366,49,317,104,262,0,0,0.28,0,12,1,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
17,20.0,40.0,22,2,117,2,115,83,34,0,0,0.71,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,20.0,40.0,22,2,27,0,27,23,4,0,0,0.85,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,2,2,0,1,1,0,0,0.5,0,12,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,57,2,55,56,1,0,0,0.98,0,12,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
43,10.0,40.0,22,6,10,10,0,0,10,0,0,0.0,0,12,0,1,0,0,1,0,0,2,0,0,0,0,0,too_easy
0,10.0,25.0,22,2,6,0,6,0,6,0,0,0.0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
20,20.0,25.0,22,1,22,7,15,0,22,0,0,0.0,0,11,4,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
28,20.0,25.0,22,5,43,71,-28,4,39,0,0,0.09,0,11,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,4,8,8,0,4,4,0,0,0.5,0,11,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,63,1,62,52,11,0,0,0.83,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
83,35.0,50.0,22,12,151,1,150,18,133,0,0,0.12,0,11,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,25.0,22,1,3,1,2,0,3,0,0,0.0,0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
17,20.0,40.0,22,2,1137,38,1099,961,176,0,0,0.85,0,11,2,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
51,20.0,65.0,22,7,1117,7,1110,895,222,0,0,0.8,0,11,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
105,45.0,60.0,22,20,772,153,619,0,772,0,0,0.0,0,11,2,1,1,0,1,0,0,3,0,0,0,0,0,paid_out
38,30.0,55.0,22,6,58,35,23,29,29,0,0,0.5,0,11,2,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
8,20.0,25.0,22,2,10,10,0,3,7,0,0,0.3,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
18,30.0,25.0,22,2,10,4,6,1,9,0,0,0.1,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
42,30.0,35.0,22,5,309,106,203,75,234,0,0,0.24,0,11,0,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
38,20.0,55.0,22,9,175,164,11,89,86,0,0,0.51,0,11,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
68,20.0,65.0,22,10,772,1,771,389,383,0,0,0.5,0,11,5,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
22,20.0,40.0,22,2,160,0,160,90,70,0,0,0.56,0,11,5,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,5,1,4,3,2,0,0,0.6,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
19,20.0,40.0,22,2,666,22,644,519,147,0,0,0.78,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
125,60.0,80.0,22,40,3139,1681,1458,913,2226,0,0,0.29,0,11,3,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
0,20.0,40.0,22,2,100,4,96,89,11,0,0,0.89,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
56,40.0,40.0,22,65,65,65,0,7,58,0,0,0.11,0,11,1,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
18,10.0,0.0,22,3,626,724,-98,0,626,0,1,0.0,0,11,1,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
14,30.0,40.0,22,4,475,34,441,383,92,0,0,0.81,0,11,0,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
79,45.0,40.0,22,19,125,39,86,41,84,0,0,0.33,0,11,0,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
16,20.0,40.0,22,2,181,106,75,133,48,0,0,0.73,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
25,30.0,25.0,22,3,135,61,74,60,75,0,0,0.44,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
26,20.0,25.0,22,4,103,13,90,43,60,0,0,0.42,0,11,6,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,30.0,40.0,22,2,19,1,18,17,2,0,0,0.89,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
28,30.0,25.0,22,3,212,116,96,38,174,0,0,0.18,0,11,2,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,25.0,22,1,1,0,1,0,1,0,0,0.0,0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
38,30.0,25.0,22,4,27,14,13,1,26,0,0,0.04,0,11,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,35,0,35,30,5,0,0,0.86,0,11,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
6,20.0,40.0,22,4,274,110,164,208,66,0,0,0.76,0,11,1,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
48,40.0,40.0,22,13,343,156,187,150,193,0,0,0.44,0,11,0,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
20,20.0,40.0,22,2,111,2,109,70,41,0,0,0.63,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,21,0,21,17,4,0,0,0.81,0,11,6,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,10.0,40.0,22,3,352,63,289,352,0,0,0,1.0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,9,11,-2,6,3,0,0,0.67,0,11,5,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
111,45.0,60.0,22,14,537,19,518,17,520,0,0,0.03,0,11,3,1,1,0,1,0,0,3,0,0,0,0,1,too_easy
55,20.0,65.0,22,9,897,52,845,609,288,0,0,0.68,0,11,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,103,3,100,99,4,0,0,0.96,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
18,20.0,25.0,22,2,4,0,4,1,3,0,0,0.25,0,11,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
16,20.0,40.0,22,3,131,7,124,100,31,0,0,0.76,0,11,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
14,30.0,40.0,22,2,162,18,144,132,30,0,0,0.81,0,11,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,40.0,22,2,38,6,32,37,1,0,0,0.97,0,11,0,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,20.0,25.0,22,3,11,6,5,0,11,0,0,0.0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
69,45.0,40.0,22,20,149,117,32,15,134,0,0,0.1,0,11,0,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
14,30.0,25.0,22,5,78,25,53,37,41,0,0,0.47,0,11,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
69,45.0,50.0,22,20,416,253,163,156,260,0,0,0.38,0,11,5,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
15,10.0,40.0,22,5,8,9,-1,0,8,0,0,0.0,0,10,3,1,0,0,1,0,0,2,0,0,0,0,0,too_easy
0,20.0,40.0,22,2,21,8,13,17,4,0,0,0.81,0,10,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
54,30.0,50.0,22,7,463,107,356,213,250,0,0,0.46,0,10,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,0.0,5.0,22,4,93,6,87,69,24,0,0,0.74,1,10,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
0,0.0,25.0,22,2,2,2,0,0,2,0,0,0.0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,0,paid_out
17,30.0,40.0,22,5,142,13,129,102,40,0,0,0.72,0,10,1,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,40.0,22,3,139,16,123,139,0,0,0,1.0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
73,45.0,40.0,22,27,93,43,50,0,93,0,0,0.0,0,10,2,1,0,0,1,0,0,2,0,0,0,0,0,too_easy
63,30.0,40.0,22,5,58,21,37,16,42,0,0,0.28,0,10,2,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
0,30.0,40.0,22,6,38,15,23,35,3,0,0,0.92,0,10,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
53,20.0,40.0,22,6,10,35,-25,4,6,0,0,0.4,0,10,2,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
14,20.0,40.0,22,2,181,3,178,150,31,0,0,0.83,0,10,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
10,10.0,0.0,22,3,24,23,1,0,24,0,1,0.0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,paid_out
0,20.0,40.0,22,2,45,1,44,44,1,0,0,0.98,0,10,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
1,20.0,40.0,22,3,80,15,65,74,6,0,0,0.93,0,10,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
113,40.0,60.0,22,19,2838,2079,759,207,2631,0,0,0.07,0,10,2,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
59,20.0,65.0,22,7,625,3,622,338,287,0,0,0.54,0,10,1,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
0,20.0,40.0,22,2,43,0,43,38,5,0,0,0.88,0,10,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
39,20.0,55.0,22,9,216,1,215,174,42,0,0,0.81,0,10,1,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
61,20.0,50.0,22,10,498,435,63,44,454,0,0,0.09,0,10,5,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
103,55.0,60.0,22,22,505,217,288,48,457,0,0,0.1,0,9,1,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
34,20.0,50.0,22,4,474,49,425,259,215,0,0,0.55,0,9,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
77,45.0,50.0,22,40,795,701,94,78,717,0,0,0.1,0,9,2,1,1,0,1,0,0,3,0,0,0,0,1,paid_out
0,20.0,40.0,22,2,65,25,40,53,12,0,0,0.82,0,9,5,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
40,20.0,55.0,22,6,229,7,222,180,49,0,0,0.79,0,8,0,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
61,45.0,50.0,22,16,621,287,334,257,364,0,0,0.41,0,8,1,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
63,20.0,50.0,22,8,441,44,397,182,259,0,0,0.41,0,8,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
43,20.0,55.0,22,10,868,33,835,723,145,0,0,0.83,0,7,4,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
135,65.0,80.0,22,42,4260,387,3873,1207,3053,0,0,0.28,0,7,4,1,1,0,1,0,0,4,0,0,0,0,1,paid_out
53,20.0,40.0,22,7,18,9,9,0,18,0,0,0.0,0,7,3,1,0,0,1,0,0,1,0,0,0,0,0,paid_out
2,30.0,40.0,22,6,26,9,17,14,12,0,0,0.54,0,7,2,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
125,65.0,80.0,22,37,2525,1518,1007,110,2415,0,0,0.04,0,7,0,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
111,35.0,60.0,22,14,893,6,887,151,742,0,0,0.17,0,7,0,1,0,0,1,0,0,1,0,0,0,0,1,paid_out
14,20.0,40.0,22,4,196,4,192,157,39,0,0,0.8,0,7,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
55,35.0,40.0,22,24,223,281,-58,110,113,0,0,0.49,0,7,3,1,0,0,1,0,0,2,0,0,0,0,1,paid_out
20,0.0,25.0,22,1,81,11,70,0,81,0,0,0.0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,paid_out
135,55.0,60.0,22,32,2231,518,1713,150,2081,0,0,0.07,0,6,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
21,20.0,40.0,22,3,204,6,198,122,82,0,0,0.6,0,6,3,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
21,20.0,40.0,22,2,120,0,120,69,51,0,0,0.58,0,6,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
38,30.0,25.0,22,3,46,10,36,17,29,0,0,0.37,0,6,4,0,0,0,1,0,0,2,0,0,0,0,1,too_easy
43,20.0,0.0,22,7,19,48,-29,0,19,0,1,0.0,0,6,4,1,1,0,1,0,0,3,0,0,0,0,0,too_easy
18,20.0,40.0,22,4,83,12,71,58,25,0,0,0.7,0,6,4,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
24,20.0,40.0,22,4,416,23,393,258,158,0,0,0.62,0,6,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
25,20.0,25.0,22,5,54,0,54,25,29,0,0,0.46,0,6,1,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
24,20.0,25.0,22,2,64,3,61,30,34,0,0,0.47,0,6,6,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
17,30.0,40.0,22,4,161,73,88,116,45,0,0,0.72,0,5,3,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
17,20.0,40.0,22,3,214,2,212,154,60,0,0,0.72,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
20,30.0,40.0,22,2,268,50,218,167,101,0,0,0.62,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,30.0,40.0,22,2,43,4,39,33,10,0,0,0.77,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,too_easy
24,20.0,40.0,22,2,289,3,286,177,112,0,0,0.61,0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,paid_out
0,10.0,25.0,22,2,6,10,-4,0,6,0,0,0.0,0,5,4,0,0,0,1,0,0,1,0,0,0,0,0,too_easy
63,20.0,40.0,22,13,209,19,190,86,123,0,0,0.41,0,5,0,1,0,0,1,0,0,2,0,0,0,0,1,too_easy
60,20.0,65.0,22,8,806,3,803,427,379,0,0,0.53,0,5,5,1,0,0,1,0,0,1,0,0,0,0,1,too_easy
